,age,job,marital,education,default,balance,housing,loan,day,month,duration,campaign,pdays,previous,poutcome,response,response_binary
18537,49,entrepreneur,divorced,primary,yes,-736,no,no,31,jul,5.08,6,-1,0,unknown,no,0
18538,46,management,married,tertiary,no,466,yes,no,31,jul,1.82,8,-1,0,unknown,no,0
18539,44,entrepreneur,divorced,secondary,no,1,no,no,31,jul,6.47,4,-1,0,unknown,no,0
18540,40,housemaid,single,tertiary,no,7441,no,no,31,jul,24.35,6,-1,0,unknown,yes,1
18541,32,admin.,married,secondary,no,347,yes,no,31,jul,2.58,13,-1,0,unknown,no,0
18542,46,services,married,secondary,no,375,no,no,31,jul,2.87,6,-1,0,unknown,no,0
18543,35,blue-collar,divorced,primary,no,4401,yes,no,31,jul,7.75,4,-1,0,unknown,no,0
18544,59,housemaid,divorced,primary,no,259,no,no,31,jul,2.77,4,-1,0,unknown,no,0
18545,46,management,married,tertiary,no,4039,yes,no,31,jul,11.93,9,-1,0,unknown,no,0
18546,42,technician,single,secondary,no,0,no,no,31,jul,0.55,13,-1,0,unknown,no,0
18547,59,retired,married,primary,no,-266,yes,yes,31,jul,4.43,11,-1,0,unknown,no,0
18548,32,services,single,secondary,no,0,yes,no,31,jul,1.65,13,-1,0,unknown,no,0
18549,41,blue-collar,divorced,secondary,no,3,yes,no,31,jul,3.8,4,-1,0,unknown,no,0
18550,53,blue-collar,married,secondary,no,0,no,no,31,jul,0.6,4,-1,0,unknown,no,0
18551,31,blue-collar,married,secondary,no,1030,yes,no,31,jul,3.0,5,-1,0,unknown,no,0
18552,36,management,married,tertiary,no,4359,no,no,31,jul,1.23,6,-1,0,unknown,no,0
18553,34,services,married,secondary,no,27,yes,yes,31,jul,4.15,3,-1,0,unknown,no,0
18554,40,unemployed,married,secondary,no,488,yes,no,31,jul,3.7,4,-1,0,unknown,no,0
18555,41,services,married,secondary,no,56,yes,no,31,jul,1.05,21,-1,0,unknown,no,0
18556,35,management,married,tertiary,no,1731,no,no,31,jul,6.02,4,-1,0,unknown,yes,1
18557,54,services,married,secondary,no,-626,yes,yes,31,jul,4.9,5,-1,0,unknown,no,0
18558,40,services,married,secondary,no,87,yes,yes,31,jul,4.12,4,-1,0,unknown,no,0
18559,55,blue-collar,single,secondary,no,923,no,no,31,jul,14.02,4,-1,0,unknown,no,0
18560,52,services,married,primary,no,171,yes,yes,31,jul,3.72,1,-1,0,unknown,no,0
18561,39,blue-collar,married,primary,no,532,yes,no,31,jul,13.1,2,-1,0,unknown,no,0
18562,42,self-employed,married,secondary,no,3211,no,no,31,jul,3.0,1,-1,0,unknown,no,0
18563,43,management,divorced,tertiary,no,439,yes,no,31,jul,1.53,3,-1,0,unknown,no,0
18564,51,entrepreneur,divorced,secondary,no,1,yes,yes,31,jul,5.0,1,-1,0,unknown,no,0
18565,49,services,married,secondary,no,4697,yes,no,31,jul,1.1,1,-1,0,unknown,no,0
18566,41,technician,married,secondary,no,1822,no,yes,31,jul,6.52,1,-1,0,unknown,no,0
18567,52,blue-collar,married,primary,no,655,yes,yes,31,jul,2.58,3,-1,0,unknown,no,0
18568,58,retired,married,secondary,no,1172,no,no,31,jul,1.43,1,-1,0,unknown,no,0
18569,49,technician,married,secondary,no,133,no,no,31,jul,1.35,5,-1,0,unknown,no,0
18570,44,admin.,married,secondary,no,-137,no,no,31,jul,2.52,13,-1,0,unknown,no,0
18571,36,blue-collar,married,secondary,no,29,yes,yes,31,jul,5.75,1,-1,0,unknown,no,0
18572,54,unemployed,married,secondary,no,3250,no,no,31,jul,1.57,3,-1,0,unknown,no,0
18573,40,technician,married,tertiary,yes,-2827,yes,yes,31,jul,14.05,1,-1,0,unknown,no,0
18574,41,management,married,tertiary,yes,-1176,yes,yes,31,jul,1.35,1,-1,0,unknown,no,0
18575,58,unemployed,married,secondary,no,18,no,no,31,jul,1.17,1,-1,0,unknown,no,0
18576,36,management,single,tertiary,no,2706,no,no,31,jul,1.25,3,-1,0,unknown,no,0
18577,36,management,married,tertiary,no,2547,no,no,31,jul,4.87,1,-1,0,unknown,no,0
18578,56,retired,married,secondary,no,728,no,no,31,jul,1.78,15,-1,0,unknown,no,0
18579,50,management,single,tertiary,no,6030,yes,no,31,jul,3.3,3,-1,0,unknown,no,0
18580,55,services,divorced,secondary,no,-555,yes,no,31,jul,1.35,3,-1,0,unknown,no,0
18581,41,services,divorced,primary,no,308,no,no,31,jul,1.22,1,-1,0,unknown,no,0
18582,39,blue-collar,married,secondary,no,10005,yes,no,31,jul,4.02,4,-1,0,unknown,no,0
18584,47,management,single,tertiary,no,1187,no,no,31,jul,28.98,7,-1,0,unknown,no,0
18585,56,blue-collar,married,secondary,no,1362,no,no,31,jul,5.75,1,-1,0,unknown,no,0
18586,52,technician,married,secondary,no,-1,no,yes,31,jul,2.77,1,-1,0,unknown,no,0
18588,39,blue-collar,married,secondary,no,98,no,no,31,jul,1.98,1,-1,0,unknown,no,0
18589,44,admin.,married,secondary,no,0,no,no,31,jul,3.48,1,-1,0,unknown,no,0
18590,59,admin.,married,primary,no,1040,no,no,31,jul,12.22,1,-1,0,unknown,no,0
18591,52,housemaid,married,tertiary,no,554,no,no,31,jul,0.73,5,-1,0,unknown,no,0
18592,38,technician,married,secondary,no,2398,yes,yes,31,jul,0.3,33,-1,0,unknown,no,0
18594,49,management,divorced,tertiary,no,2564,yes,no,31,jul,12.4,8,-1,0,unknown,no,0
18595,49,management,married,tertiary,no,413,no,yes,31,jul,3.27,4,-1,0,unknown,no,0
18596,42,blue-collar,married,primary,no,0,yes,no,31,jul,3.17,4,-1,0,unknown,no,0
18597,55,technician,married,tertiary,no,804,no,no,31,jul,4.08,5,-1,0,unknown,no,0
18598,37,entrepreneur,single,tertiary,no,65,no,no,31,jul,0.37,4,-1,0,unknown,no,0
18599,44,technician,married,secondary,yes,-251,no,yes,31,jul,0.22,16,-1,0,unknown,no,0
18600,32,management,married,tertiary,no,3,yes,no,31,jul,0.37,27,-1,0,unknown,no,0
18601,31,technician,married,tertiary,no,237,yes,no,31,jul,0.98,2,-1,0,unknown,no,0
18602,58,management,married,tertiary,no,0,no,no,31,jul,0.45,16,-1,0,unknown,no,0
18603,27,admin.,single,secondary,yes,1110,yes,yes,31,jul,0.42,36,-1,0,unknown,no,0
18604,41,admin.,divorced,tertiary,no,861,yes,no,31,jul,1.8,13,-1,0,unknown,no,0
18605,36,blue-collar,divorced,secondary,no,107,yes,no,31,jul,2.23,2,-1,0,unknown,no,0
18606,29,technician,married,tertiary,no,-983,yes,yes,31,jul,0.97,2,-1,0,unknown,no,0
18607,43,admin.,married,secondary,no,186,no,yes,31,jul,0.53,21,-1,0,unknown,no,0
18608,53,management,divorced,secondary,no,2215,yes,yes,31,jul,1.47,14,-1,0,unknown,no,0
18609,57,management,married,tertiary,no,4929,yes,no,31,jul,1.52,4,-1,0,unknown,no,0
18610,40,blue-collar,married,secondary,no,598,yes,no,31,jul,1.5,5,-1,0,unknown,no,0
18611,37,self-employed,single,tertiary,no,1286,no,no,31,jul,0.62,7,-1,0,unknown,no,0
18612,25,management,married,tertiary,no,0,yes,no,31,jul,0.33,31,-1,0,unknown,no,0
18613,38,blue-collar,married,primary,no,0,yes,no,31,jul,0.3,22,-1,0,unknown,no,0
18614,44,admin.,married,secondary,no,598,no,no,31,jul,1.47,5,-1,0,unknown,no,0
18616,34,management,married,tertiary,no,4,yes,no,31,jul,0.55,39,-1,0,unknown,no,0
18618,32,self-employed,divorced,tertiary,no,745,yes,yes,31,jul,0.18,20,-1,0,unknown,no,0
18619,50,blue-collar,married,primary,no,235,no,no,31,jul,1.07,20,-1,0,unknown,no,0
18620,39,entrepreneur,married,tertiary,no,0,no,no,31,jul,1.17,3,-1,0,unknown,no,0
18621,37,management,married,tertiary,no,-57,yes,no,31,jul,0.62,20,-1,0,unknown,no,0
18622,42,blue-collar,married,secondary,no,108,yes,no,31,jul,0.85,21,-1,0,unknown,no,0
18625,49,management,divorced,tertiary,no,755,no,no,31,jul,20.2,4,-1,0,unknown,yes,1
18626,53,retired,married,tertiary,no,-22,yes,no,31,jul,0.33,3,-1,0,unknown,no,0
18627,45,blue-collar,single,primary,no,847,no,no,31,jul,4.9,3,-1,0,unknown,no,0
18629,40,management,single,tertiary,no,0,no,no,31,jul,2.7,5,-1,0,unknown,no,0
18630,32,blue-collar,married,secondary,no,139,yes,yes,31,jul,1.17,5,-1,0,unknown,no,0
18631,33,admin.,married,secondary,no,166,no,yes,31,jul,1.15,27,-1,0,unknown,no,0
18633,51,self-employed,married,tertiary,no,833,no,no,31,jul,1.28,3,-1,0,unknown,no,0
18634,52,blue-collar,married,primary,no,0,yes,no,31,jul,0.28,28,-1,0,unknown,no,0
18635,27,management,single,tertiary,no,148,yes,no,31,jul,10.53,18,-1,0,unknown,no,0
18636,45,management,married,tertiary,no,7154,yes,no,31,jul,6.55,3,-1,0,unknown,no,0
18637,25,services,married,secondary,no,0,yes,no,31,jul,0.2,28,-1,0,unknown,no,0
18638,26,unemployed,single,secondary,no,1,no,no,31,jul,0.23,20,-1,0,unknown,no,0
18639,28,blue-collar,single,secondary,no,39,no,no,31,jul,0.37,7,-1,0,unknown,no,0
18640,32,blue-collar,married,primary,no,-105,yes,yes,31,jul,7.57,19,-1,0,unknown,no,0
18641,53,services,married,secondary,no,514,yes,no,31,jul,0.17,3,-1,0,unknown,no,0
18642,47,management,married,tertiary,no,1493,no,no,31,jul,1.48,5,-1,0,unknown,no,0
18644,49,unemployed,married,primary,yes,11,yes,no,31,jul,2.77,8,-1,0,unknown,no,0
18645,38,services,married,secondary,no,-361,yes,no,31,jul,0.62,33,-1,0,unknown,no,0
18646,40,admin.,married,secondary,no,1412,no,no,31,jul,0.8,3,-1,0,unknown,no,0
18647,49,technician,divorced,secondary,no,2677,yes,yes,31,jul,1.12,3,-1,0,unknown,no,0
18648,44,blue-collar,divorced,secondary,no,3258,no,no,31,jul,0.97,6,-1,0,unknown,no,0
18649,56,technician,married,tertiary,no,1476,no,no,31,jul,0.67,3,-1,0,unknown,no,0
18650,37,self-employed,married,tertiary,no,208,yes,no,31,jul,5.83,5,-1,0,unknown,no,0
18651,46,management,married,tertiary,no,4879,no,no,31,jul,3.25,3,-1,0,unknown,no,0
18652,34,management,married,tertiary,no,714,yes,no,31,jul,0.13,27,-1,0,unknown,no,0
18653,41,blue-collar,married,primary,no,1256,no,no,31,jul,1.23,2,-1,0,unknown,no,0
18654,27,services,single,secondary,no,5850,yes,no,31,jul,2.73,3,-1,0,unknown,no,0
18655,36,technician,single,secondary,no,76,yes,no,31,jul,1.82,5,-1,0,unknown,no,0
18656,36,technician,single,secondary,no,2921,no,no,31,jul,0.92,7,-1,0,unknown,no,0
18657,37,admin.,married,secondary,no,1049,no,no,31,jul,2.1,5,-1,0,unknown,no,0
18658,42,services,married,secondary,no,0,yes,no,31,jul,0.28,20,-1,0,unknown,no,0
18659,52,services,divorced,secondary,no,0,no,no,31,jul,8.83,3,-1,0,unknown,no,0
18660,33,blue-collar,married,secondary,no,0,yes,yes,31,jul,0.27,43,-1,0,unknown,no,0
18661,35,blue-collar,married,secondary,no,-172,yes,no,31,jul,0.23,32,-1,0,unknown,no,0
18662,53,management,divorced,tertiary,no,-187,yes,no,31,jul,0.45,2,-1,0,unknown,no,0
18663,39,management,single,tertiary,no,572,yes,no,31,jul,2.55,20,-1,0,unknown,no,0
18664,40,entrepreneur,married,secondary,no,-125,no,yes,31,jul,6.15,5,-1,0,unknown,no,0
18665,32,technician,single,tertiary,no,127,yes,no,31,jul,1.47,3,-1,0,unknown,no,0
18666,54,services,married,primary,no,198,yes,no,31,jul,1.15,3,-1,0,unknown,no,0
18667,36,management,single,tertiary,no,62,no,no,31,jul,0.72,34,-1,0,unknown,no,0
18668,41,blue-collar,married,secondary,no,284,yes,no,31,jul,0.13,23,-1,0,unknown,no,0
18669,50,management,divorced,tertiary,no,813,yes,no,31,jul,0.12,2,-1,0,unknown,no,0
18670,30,services,single,secondary,no,12,no,yes,31,jul,1.77,31,-1,0,unknown,no,0
18671,49,management,married,tertiary,no,403,no,no,31,jul,4.25,2,-1,0,unknown,no,0
18672,42,technician,married,secondary,no,1812,yes,no,31,jul,1.4,2,-1,0,unknown,no,0
18673,51,management,married,tertiary,no,1990,no,no,31,jul,4.18,5,-1,0,unknown,no,0
18674,37,self-employed,married,primary,no,67,no,no,31,jul,2.3,3,-1,0,unknown,no,0
18675,25,admin.,single,secondary,no,-7,no,yes,31,jul,0.5,36,-1,0,unknown,no,0
18677,42,management,single,tertiary,no,270,yes,no,31,jul,1.13,5,-1,0,unknown,no,0
18678,41,management,married,tertiary,no,-499,no,no,31,jul,0.35,17,-1,0,unknown,no,0
18679,47,management,divorced,tertiary,no,94,yes,no,31,jul,0.15,19,-1,0,unknown,no,0
18680,49,blue-collar,married,secondary,no,969,no,yes,31,jul,0.93,9,-1,0,unknown,no,0
18681,46,blue-collar,married,secondary,no,2297,no,no,31,jul,0.27,4,-1,0,unknown,no,0
18683,33,technician,single,secondary,no,608,no,no,31,jul,0.97,4,-1,0,unknown,no,0
18684,34,management,single,tertiary,no,1,no,no,31,jul,0.6,6,-1,0,unknown,no,0
18685,45,technician,divorced,secondary,no,72,yes,no,31,jul,1.92,5,-1,0,unknown,no,0
18686,37,admin.,married,secondary,no,-426,yes,yes,31,jul,0.93,30,-1,0,unknown,no,0
18687,45,admin.,married,secondary,no,-405,no,no,31,jul,3.15,3,-1,0,unknown,no,0
18689,35,management,single,tertiary,no,66,no,no,31,jul,3.55,3,-1,0,unknown,no,0
18690,35,technician,married,secondary,no,0,no,no,31,jul,2.03,9,-1,0,unknown,no,0
18691,30,self-employed,single,tertiary,no,3137,yes,no,31,jul,6.13,7,-1,0,unknown,no,0
18692,44,blue-collar,married,primary,no,292,no,no,31,jul,1.65,4,-1,0,unknown,no,0
18693,31,technician,single,secondary,no,4,yes,no,31,jul,0.35,24,-1,0,unknown,no,0
18694,40,blue-collar,married,primary,no,57,yes,no,31,jul,16.78,9,-1,0,unknown,yes,1
18695,42,self-employed,divorced,tertiary,no,5331,no,yes,31,jul,2.25,3,-1,0,unknown,no,0
18696,42,self-employed,married,secondary,no,0,no,no,31,jul,0.97,36,-1,0,unknown,no,0
18697,33,services,married,secondary,no,0,yes,yes,31,jul,0.58,29,-1,0,unknown,no,0
18698,39,technician,single,secondary,no,2,yes,yes,31,jul,0.23,29,-1,0,unknown,no,0
18699,35,management,married,tertiary,no,1078,yes,no,31,jul,0.8,4,-1,0,unknown,no,0
18700,28,admin.,single,secondary,no,189,yes,no,31,jul,1.13,2,-1,0,unknown,no,0
18701,39,blue-collar,single,primary,no,554,no,no,31,jul,0.37,5,-1,0,unknown,no,0
18703,37,self-employed,married,secondary,no,4153,yes,no,31,jul,0.58,16,-1,0,unknown,no,0
18704,44,housemaid,married,primary,no,0,no,no,31,jul,0.35,38,-1,0,unknown,no,0
18707,37,unemployed,single,secondary,no,48,no,no,31,jul,0.67,10,-1,0,unknown,no,0
18709,29,self-employed,married,tertiary,no,0,yes,yes,31,jul,0.77,28,-1,0,unknown,no,0
18710,36,blue-collar,married,primary,no,856,yes,no,31,jul,0.65,10,-1,0,unknown,no,0
18711,41,blue-collar,married,secondary,no,1293,no,no,31,jul,5.83,15,-1,0,unknown,no,0
18712,54,self-employed,married,tertiary,no,368,no,no,31,jul,0.12,4,-1,0,unknown,no,0
18713,35,blue-collar,married,secondary,no,280,yes,yes,31,jul,1.08,50,-1,0,unknown,no,0
18714,46,technician,married,secondary,no,499,yes,no,31,jul,0.62,10,-1,0,unknown,no,0
18715,61,retired,divorced,secondary,no,410,no,yes,31,jul,7.83,4,-1,0,unknown,no,0
18716,58,blue-collar,divorced,primary,no,8218,yes,no,31,jul,2.07,10,-1,0,unknown,no,0
18717,34,blue-collar,married,secondary,no,699,yes,yes,31,jul,9.6,10,-1,0,unknown,no,0
18718,37,blue-collar,married,secondary,no,298,yes,no,31,jul,0.17,6,-1,0,unknown,no,0
18719,31,management,divorced,tertiary,no,-547,yes,yes,31,jul,1.68,10,-1,0,unknown,no,0
18720,28,blue-collar,single,primary,no,-30,yes,no,31,jul,1.8,5,-1,0,unknown,no,0
18721,35,management,single,secondary,no,2383,yes,no,31,jul,1.12,6,-1,0,unknown,no,0
18722,38,admin.,single,secondary,no,902,yes,no,31,jul,0.97,13,-1,0,unknown,no,0
18723,54,services,married,secondary,no,812,no,no,31,jul,1.88,6,-1,0,unknown,no,0
18724,30,technician,married,tertiary,no,702,no,yes,31,jul,0.67,29,-1,0,unknown,no,0
18725,59,retired,married,tertiary,no,2194,yes,no,31,jul,0.27,9,-1,0,unknown,no,0
18726,50,blue-collar,divorced,secondary,no,2725,no,no,31,jul,1.18,4,-1,0,unknown,no,0
18727,59,admin.,married,secondary,no,4196,no,no,31,jul,0.17,2,-1,0,unknown,no,0
18728,42,admin.,married,primary,no,-466,no,yes,31,jul,1.57,15,-1,0,unknown,no,0
18729,57,technician,divorced,tertiary,no,0,yes,no,31,jul,0.4,16,-1,0,unknown,no,0
18730,44,admin.,married,secondary,no,5181,yes,yes,31,jul,0.3,7,-1,0,unknown,no,0
18731,32,services,married,primary,no,-109,yes,no,31,jul,1.28,5,-1,0,unknown,no,0
18732,43,blue-collar,divorced,primary,no,-97,yes,yes,31,jul,12.45,4,-1,0,unknown,no,0
18733,35,unemployed,single,secondary,no,0,no,no,31,jul,4.98,3,-1,0,unknown,no,0
18734,57,blue-collar,married,primary,no,23,yes,no,31,jul,0.42,8,-1,0,unknown,no,0
18735,38,management,single,tertiary,no,1515,yes,no,31,jul,0.7,5,-1,0,unknown,no,0
18736,48,admin.,married,primary,no,3644,yes,yes,31,jul,17.32,9,-1,0,unknown,yes,1
18737,41,services,married,secondary,no,0,yes,no,31,jul,0.67,10,-1,0,unknown,no,0
18738,53,blue-collar,married,primary,no,-294,yes,yes,31,jul,0.17,22,-1,0,unknown,no,0
18739,43,management,single,primary,yes,-39,yes,no,31,jul,0.15,23,-1,0,unknown,no,0
18740,37,technician,married,tertiary,no,4439,yes,no,31,jul,1.17,29,-1,0,unknown,no,0
18742,42,management,married,secondary,no,372,yes,no,31,jul,2.17,8,-1,0,unknown,no,0
18743,43,services,married,secondary,no,642,no,no,31,jul,10.73,2,-1,0,unknown,no,0
18744,49,blue-collar,married,primary,no,371,yes,no,31,jul,0.3,44,-1,0,unknown,no,0
18745,31,services,single,secondary,no,712,no,no,31,jul,0.63,25,-1,0,unknown,no,0
18746,35,services,married,secondary,no,-12,no,no,31,jul,1.38,4,-1,0,unknown,no,0
18747,60,retired,divorced,secondary,no,935,no,no,31,jul,0.13,17,-1,0,unknown,no,0
18748,54,retired,married,primary,no,235,no,yes,31,jul,0.47,5,-1,0,unknown,no,0
18749,42,management,single,secondary,no,1064,yes,no,31,jul,0.23,35,-1,0,unknown,no,0
18750,51,services,married,secondary,no,7,yes,no,31,jul,0.13,30,-1,0,unknown,no,0
18751,43,admin.,married,secondary,no,5048,no,no,31,jul,3.57,3,-1,0,unknown,no,0
18752,56,technician,married,tertiary,yes,-736,no,no,31,jul,4.3,8,-1,0,unknown,no,0
18753,47,blue-collar,married,secondary,no,737,no,yes,31,jul,2.0,3,-1,0,unknown,no,0
18754,47,blue-collar,married,secondary,no,3285,no,no,31,jul,4.13,5,-1,0,unknown,no,0
18755,37,admin.,married,secondary,no,5132,no,no,31,jul,8.93,8,-1,0,unknown,no,0
18756,33,blue-collar,married,primary,no,2064,yes,no,31,jul,0.3,15,-1,0,unknown,no,0
18757,35,services,married,secondary,no,377,no,yes,31,jul,0.5,13,-1,0,unknown,no,0
18758,39,housemaid,married,secondary,no,315,yes,no,31,jul,1.5,13,-1,0,unknown,no,0
18759,54,management,married,tertiary,no,1197,yes,yes,31,jul,0.18,5,-1,0,unknown,no,0
18760,43,entrepreneur,married,tertiary,no,1076,no,no,31,jul,1.3,23,-1,0,unknown,no,0
18761,45,admin.,single,primary,no,1811,no,no,31,jul,0.83,7,-1,0,unknown,no,0
18762,33,blue-collar,married,secondary,no,249,yes,no,31,jul,1.02,4,-1,0,unknown,no,0
18764,31,technician,married,tertiary,no,1186,no,yes,31,jul,0.15,16,-1,0,unknown,no,0
18766,42,technician,married,secondary,no,649,yes,no,31,jul,0.48,4,-1,0,unknown,no,0
18769,49,management,married,tertiary,no,4374,yes,no,31,jul,1.13,3,-1,0,unknown,no,0
18770,50,blue-collar,married,secondary,no,9585,yes,no,31,jul,3.03,6,-1,0,unknown,no,0
18771,40,admin.,married,secondary,no,341,no,no,31,jul,19.03,5,-1,0,unknown,yes,1
18772,36,management,married,tertiary,no,1594,yes,no,31,jul,9.07,5,-1,0,unknown,no,0
18773,50,entrepreneur,married,tertiary,no,52,no,no,31,jul,0.37,8,-1,0,unknown,no,0
18774,60,retired,married,secondary,no,0,no,no,31,jul,9.6,20,-1,0,unknown,no,0
18775,28,unemployed,married,primary,yes,44,yes,no,31,jul,0.1,13,-1,0,unknown,no,0
18776,35,unemployed,single,tertiary,no,2340,no,no,31,jul,7.0,9,-1,0,unknown,no,0
18777,32,technician,single,secondary,no,-122,yes,yes,31,jul,0.92,17,-1,0,unknown,no,0
18778,41,technician,married,secondary,no,188,no,yes,31,jul,0.25,25,-1,0,unknown,no,0
18779,42,admin.,married,secondary,no,247,yes,no,31,jul,1.27,5,-1,0,unknown,no,0
18780,58,unemployed,married,primary,no,1183,no,no,31,jul,28.68,5,-1,0,unknown,yes,1
18781,49,blue-collar,married,secondary,no,1060,no,yes,31,jul,2.28,6,-1,0,unknown,no,0
18782,26,blue-collar,single,primary,no,36,no,yes,31,jul,0.57,32,-1,0,unknown,no,0
18783,56,admin.,married,secondary,no,2796,no,no,31,jul,0.65,3,-1,0,unknown,no,0
18784,53,retired,married,primary,no,0,no,no,31,jul,1.42,3,-1,0,unknown,no,0
18785,56,blue-collar,married,primary,no,2163,no,no,31,jul,0.52,3,-1,0,unknown,no,0
18786,50,self-employed,married,secondary,no,4440,no,yes,31,jul,0.2,3,-1,0,unknown,no,0
18787,26,admin.,single,secondary,no,-14,no,no,31,jul,0.15,31,-1,0,unknown,no,0
18788,35,technician,married,secondary,no,-215,no,yes,31,jul,0.95,34,-1,0,unknown,no,0
18789,36,blue-collar,married,secondary,no,306,no,no,31,jul,0.72,3,-1,0,unknown,no,0
18790,41,unemployed,divorced,secondary,no,1281,no,no,31,jul,0.75,3,-1,0,unknown,no,0
18791,33,management,single,tertiary,no,-75,yes,yes,31,jul,0.37,8,-1,0,unknown,no,0
18792,48,blue-collar,married,secondary,no,4259,no,no,31,jul,1.4,7,-1,0,unknown,no,0
18793,36,blue-collar,married,secondary,no,1550,no,no,31,jul,0.28,3,-1,0,unknown,no,0
18794,58,blue-collar,married,secondary,no,-27,no,yes,31,jul,1.28,13,-1,0,unknown,no,0
18795,49,services,married,secondary,no,199,yes,no,31,jul,0.47,25,-1,0,unknown,no,0
18796,37,blue-collar,married,secondary,no,2066,yes,yes,31,jul,0.57,5,-1,0,unknown,no,0
18798,56,management,married,tertiary,no,-6,no,no,31,jul,0.48,16,-1,0,unknown,no,0
18799,29,management,married,tertiary,yes,53,yes,no,31,jul,0.45,17,-1,0,unknown,no,0
18800,46,blue-collar,single,primary,no,259,no,yes,31,jul,10.87,7,-1,0,unknown,no,0
18802,44,admin.,single,secondary,no,4492,no,yes,31,jul,0.32,13,-1,0,unknown,no,0
18804,44,admin.,divorced,secondary,no,611,no,no,31,jul,0.1,10,-1,0,unknown,no,0
18805,49,technician,married,secondary,no,8973,no,no,31,jul,0.15,10,-1,0,unknown,no,0
18806,34,student,single,secondary,no,188,yes,no,31,jul,0.2,5,-1,0,unknown,no,0
18807,26,blue-collar,single,secondary,no,-32,yes,yes,31,jul,0.23,6,-1,0,unknown,no,0
18808,28,unemployed,married,secondary,no,-42,yes,yes,31,jul,2.38,4,-1,0,unknown,no,0
18809,54,housemaid,married,secondary,no,991,no,no,31,jul,0.18,6,-1,0,unknown,no,0
18810,48,unemployed,married,secondary,no,0,no,no,31,jul,0.58,11,-1,0,unknown,no,0
18811,49,services,married,secondary,no,388,no,no,31,jul,17.2,4,-1,0,unknown,yes,1
18812,47,admin.,married,secondary,no,-1091,yes,yes,31,jul,2.55,4,-1,0,unknown,no,0
18813,50,admin.,married,secondary,no,1138,yes,yes,31,jul,1.22,8,-1,0,unknown,no,0
18814,48,unemployed,married,secondary,no,1811,yes,no,31,jul,2.25,3,-1,0,unknown,no,0
18815,38,admin.,married,secondary,no,47,yes,yes,31,jul,0.83,11,-1,0,unknown,no,0
18817,28,blue-collar,married,secondary,no,144,yes,yes,31,jul,0.12,22,-1,0,unknown,no,0
18818,37,services,married,secondary,no,102,yes,no,31,jul,1.78,3,-1,0,unknown,no,0
18819,26,admin.,single,tertiary,no,2053,no,no,31,jul,2.12,4,-1,0,unknown,no,0
18820,39,admin.,divorced,secondary,no,-328,no,yes,31,jul,0.27,27,-1,0,unknown,no,0
18821,50,unemployed,married,secondary,no,297,yes,no,31,jul,0.48,10,-1,0,unknown,no,0
18822,50,unemployed,single,secondary,no,588,no,no,31,jul,10.82,3,-1,0,unknown,no,0
18823,58,admin.,married,secondary,no,6878,no,no,4,aug,2.47,1,-1,0,unknown,no,0
18824,51,technician,divorced,secondary,no,1063,no,yes,4,aug,1.3,1,-1,0,unknown,no,0
18825,56,services,married,tertiary,no,3480,no,no,4,aug,2.07,1,-1,0,unknown,no,0
18826,47,management,married,tertiary,no,0,no,no,4,aug,8.18,1,-1,0,unknown,no,0
18827,32,management,married,tertiary,no,1570,no,no,4,aug,2.6,1,-1,0,unknown,no,0
18828,36,management,married,tertiary,no,3007,yes,no,4,aug,2.67,1,-1,0,unknown,no,0
18829,53,technician,divorced,secondary,yes,-63,no,yes,4,aug,8.85,1,-1,0,unknown,no,0
18830,45,management,married,secondary,no,1098,no,no,4,aug,1.25,1,-1,0,unknown,no,0
18831,41,management,married,tertiary,no,3348,no,no,4,aug,1.23,1,-1,0,unknown,no,0
18832,41,management,married,tertiary,no,1254,no,no,4,aug,4.53,1,-1,0,unknown,no,0
18833,30,self-employed,single,tertiary,no,663,no,no,4,aug,3.7,1,-1,0,unknown,no,0
18834,35,housemaid,married,tertiary,no,303,no,no,4,aug,5.18,1,-1,0,unknown,no,0
18835,52,management,married,tertiary,no,1415,no,no,4,aug,2.72,1,-1,0,unknown,no,0
18836,36,management,married,tertiary,no,0,no,yes,4,aug,1.48,1,-1,0,unknown,no,0
18837,40,management,married,tertiary,no,1213,no,no,4,aug,0.88,1,-1,0,unknown,no,0
18838,38,technician,married,secondary,no,0,yes,no,4,aug,1.18,1,-1,0,unknown,no,0
18839,37,management,married,tertiary,no,0,no,no,4,aug,1.6,1,-1,0,unknown,no,0
18840,49,technician,married,secondary,no,324,no,no,4,aug,3.78,1,-1,0,unknown,no,0
18841,45,technician,married,secondary,no,2433,no,no,4,aug,1.35,1,-1,0,unknown,no,0
18842,53,admin.,married,secondary,no,769,no,no,4,aug,0.98,1,-1,0,unknown,no,0
18843,31,technician,married,secondary,no,6699,no,no,4,aug,7.27,1,-1,0,unknown,no,0
18845,45,management,divorced,secondary,no,1950,no,no,4,aug,8.3,1,-1,0,unknown,no,0
18846,42,technician,married,secondary,no,0,no,no,4,aug,4.0,1,-1,0,unknown,no,0
18847,51,management,married,tertiary,no,1700,no,no,4,aug,2.45,1,-1,0,unknown,no,0
18848,38,technician,married,secondary,no,1919,no,no,4,aug,14.1,1,-1,0,unknown,yes,1
18850,57,admin.,married,primary,no,6997,no,no,4,aug,1.95,1,-1,0,unknown,no,0
18851,50,technician,divorced,secondary,no,1591,no,no,4,aug,3.48,1,-1,0,unknown,no,0
